name,description,file_type,size,tags,created_at,course,lecturer,semester,content_type,week
IT_Fundamentals_exam.pdf,Exam for IT Fundamentals (Spring 2024) by Mrs. Nyarko,pdf,45818880,"['exam', 'it fundamentals', 'spring-2024', 'nyarko']",2024-10-26T10:59:52,IT Fundamentals,Mrs. Nyarko,Spring 2024,exam,
African_History_assignments.docx,Assignments for African History (Fall 2023) by Prof. Mensah,docx,47098880,"['mensah', 'fall-2023', 'african history', 'assignments']",2025-06-26T00:17:48,African History,Prof. Mensah,Fall 2023,assignments,
Programming_Basics_readings.pdf,Readings for Programming Basics (Fall 2023) by Dr. Amoako,pdf,45258752,"['programming basics', 'readings', 'fall-2023', 'amoako']",2025-03-07T15:13:02,Programming Basics,Dr. Amoako,Fall 2023,readings,
African_History_exam.pdf,Exam for African History (Spring 2024) by Dr. Amoako,pdf,44748800,"['amoako', 'spring-2024', 'african history', 'exam']",2023-10-31T08:46:54,African History,Dr. Amoako,Spring 2024,exam,
IT_Fundamentals_exam.pdf,Exam for IT Fundamentals (Summer 2024) by Dr. Amoako,pdf,42184704,"['exam', 'it fundamentals', 'summer-2024', 'amoako']",2023-11-12T20:45:17,IT Fundamentals,Dr. Amoako,Summer 2024,exam,
Operating_Systems_assignments.docx,Assignments for Operating Systems (Fall 2023) by Prof. Mensah,docx,17181696,"['fall-2023', 'mensah', 'operating systems', 'assignments']",2024-06-20T19:57:00,Operating Systems,Prof. Mensah,Fall 2023,assignments,
Operating_Systems_assignments.docx,Assignments for Operating Systems (Fall 2023) by Dr. Gadaafi,docx,46814208,"['fall-2023', 'operating systems', 'assignments', 'gadaafi']",2023-12-27T23:11:56,Operating Systems,Dr. Gadaafi,Fall 2023,assignments,
Operating_Systems_exam.pdf,Exam for Operating Systems (Fall 2023) by Dr. Amoako,pdf,50123776,"['exam', 'operating systems', 'amoako', 'fall-2023']",2024-07-22T13:15:06,Operating Systems,Dr. Amoako,Fall 2023,exam,
Operating_Systems_Week11_slides.pptx,Slides for Operating Systems (Summer 2024) - Week 11 by Dr. Amoako,pptx,51909632,"['summer-2024', 'week-11', 'slides', 'operating systems', 'amoako']",2024-12-08T07:21:25,Operating Systems,Dr. Amoako,Summer 2024,slides,Week 11
African_History_Week9_tutorial.pdf,Tutorial for African History (Summer 2024) - Week 9 by Mrs. Nyarko,pdf,9385984,"['summer-2024', 'week-9', 'nyarko', 'tutorial', 'african history']",2025-05-25T08:09:43,African History,Mrs. Nyarko,Summer 2024,tutorial,Week 9
Computer_Networks_assignments.docx,Assignments for Computer Networks (Summer 2024) by Mrs. Nyarko,docx,32484352,"['computer networks', 'summer-2024', 'assignments', 'nyarko']",2025-02-26T00:24:02,Computer Networks,Mrs. Nyarko,Summer 2024,assignments,
Programming_Basics_Week3_slides.pptx,Slides for Programming Basics (Summer 2024) - Week 3 by Dr. Gadaafi,pptx,35184640,"['summer-2024', 'slides', 'programming basics', 'gadaafi', 'week-3']",2025-03-07T03:52:58,Programming Basics,Dr. Gadaafi,Summer 2024,slides,Week 3
Data_Structures_solution.pdf,Solution for Data Structures (Summer 2024) by Dr. Gadaafi,pdf,35064832,"['solution', 'gadaafi', 'data structures', 'summer-2024']",2025-02-11T03:51:02,Data Structures,Dr. Gadaafi,Summer 2024,solution,
IT_Fundamentals_assignments.docx,Assignments for IT Fundamentals (Fall 2023) by Mrs. Nyarko,docx,44649472,"['it fundamentals', 'fall-2023', 'assignments', 'nyarko']",2024-05-22T11:41:30,IT Fundamentals,Mrs. Nyarko,Fall 2023,assignments,
Calculus_I_Week3_lecture_notes.pdf,Lecture notes for Calculus I (Spring 2024) - Week 3 by Dr. Gadaafi,pdf,36573184,"['calculus i', 'spring-2024', 'gadaafi', 'week-3', 'lecture-notes']",2024-09-07T00:03:52,Calculus I,Dr. Gadaafi,Spring 2024,lecture notes,Week 3
African_History_readings.pdf,Readings for African History (Fall 2023) by Mrs. Nyarko,pdf,28248064,"['readings', 'fall-2023', 'african history', 'nyarko']",2024-11-28T12:54:23,African History,Mrs. Nyarko,Fall 2023,readings,
Data_Structures_assignments.docx,Assignments for Data Structures (Summer 2024) by Mrs. Nyarko,docx,48934912,"['summer-2024', 'data structures', 'assignments', 'nyarko']",2024-09-10T00:11:51,Data Structures,Mrs. Nyarko,Summer 2024,assignments,
Database_Systems_readings.pdf,Readings for Database Systems (Fall 2023) by Dr. Gadaafi,pdf,45721600,"['readings', 'database systems', 'gadaafi', 'fall-2023']",2024-07-24T22:52:43,Database Systems,Dr. Gadaafi,Fall 2023,readings,
African_History_solution.pdf,Solution for African History (Fall 2023) by Prof. Mensah,pdf,37612544,"['solution', 'mensah', 'fall-2023', 'african history']",2024-06-13T18:24:13,African History,Prof. Mensah,Fall 2023,solution,
Computer_Networks_assignments.docx,Assignments for Computer Networks (Fall 2023) by Dr. Amoako,docx,21180416,"['computer networks', 'fall-2023', 'amoako', 'assignments']",2023-12-06T23:23:32,Computer Networks,Dr. Amoako,Fall 2023,assignments,
Operating_Systems_readings.pdf,Readings for Operating Systems (Spring 2024) by Mrs. Nyarko,pdf,4196352,"['readings', 'spring-2024', 'operating systems', 'nyarko']",2024-02-25T06:43:02,Operating Systems,Mrs. Nyarko,Spring 2024,readings,
Database_Systems_readings.pdf,Readings for Database Systems (Summer 2024) by Prof. Mensah,pdf,6113280,"['readings', 'database systems', 'summer-2024', 'mensah']",2023-12-28T15:25:09,Database Systems,Prof. Mensah,Summer 2024,readings,
Operating_Systems_assignments.docx,Assignments for Operating Systems (Fall 2023) by Dr. Amoako,docx,29617152,"['fall-2023', 'operating systems', 'amoako', 'assignments']",2024-08-12T06:11:00,Operating Systems,Dr. Amoako,Fall 2023,assignments,
Programming_Basics_exam.pdf,Exam for Programming Basics (Spring 2024) by Prof. Mensah,pdf,7046144,"['programming basics', 'mensah', 'spring-2024', 'exam']",2024-09-16T00:34:32,Programming Basics,Prof. Mensah,Spring 2024,exam,
Database_Systems_solution.pdf,Solution for Database Systems (Spring 2024) by Prof. Mensah,pdf,9138176,"['solution', 'database systems', 'spring-2024', 'mensah']",2024-01-21T23:54:14,Database Systems,Prof. Mensah,Spring 2024,solution,
African_History_solution.pdf,Solution for African History (Fall 2023) by Dr. Amoako,pdf,44132352,"['amoako', 'solution', 'fall-2023', 'african history']",2023-10-16T11:38:50,African History,Dr. Amoako,Fall 2023,solution,
Database_Systems_Week2_lecture_notes.pdf,Lecture notes for Database Systems (Spring 2024) - Week 2 by Prof. Mensah,pdf,478208,"['spring-2024', 'week-2', 'database systems', 'mensah', 'lecture-notes']",2024-07-10T15:29:05,Database Systems,Prof. Mensah,Spring 2024,lecture notes,Week 2
African_History_assignments.docx,Assignments for African History (Spring 2024) by Dr. Gadaafi,docx,25478144,"['spring-2024', 'gadaafi', 'african history', 'assignments']",2024-01-18T11:06:23,African History,Dr. Gadaafi,Spring 2024,assignments,
Data_Structures_Week12_slides.pptx,Slides for Data Structures (Summer 2024) - Week 12 by Prof. Mensah,pptx,21871616,"['summer-2024', 'mensah', 'data structures', 'slides', 'week-12']",2024-01-15T11:31:03,Data Structures,Prof. Mensah,Summer 2024,slides,Week 12
IT_Fundamentals_assignments.docx,Assignments for IT Fundamentals (Summer 2024) by Prof. Mensah,docx,3027968,"['it fundamentals', 'summer-2024', 'mensah', 'assignments']",2024-05-05T00:35:35,IT Fundamentals,Prof. Mensah,Summer 2024,assignments,
Computer_Networks_solution.pdf,Solution for Computer Networks (Spring 2024) by Dr. Amoako,pdf,37376000,"['computer networks', 'solution', 'spring-2024', 'amoako']",2024-10-22T08:24:21,Computer Networks,Dr. Amoako,Spring 2024,solution,
IT_Fundamentals_Week10_slides.pptx,Slides for IT Fundamentals (Fall 2023) - Week 10 by Dr. Gadaafi,pptx,5981184,"['fall-2023', 'slides', 'it fundamentals', 'gadaafi', 'week-10']",2023-10-05T04:09:02,IT Fundamentals,Dr. Gadaafi,Fall 2023,slides,Week 10
Data_Structures_Week5_slides.pptx,Slides for Data Structures (Fall 2023) - Week 5 by Mrs. Nyarko,pptx,26964992,"['week-5', 'fall-2023', 'data structures', 'slides', 'nyarko']",2024-04-24T03:32:01,Data Structures,Mrs. Nyarko,Fall 2023,slides,Week 5
Operating_Systems_solution.pdf,Solution for Operating Systems (Spring 2024) by Dr. Amoako,pdf,2191360,"['solution', 'operating systems', 'amoako', 'spring-2024']",2024-07-13T16:55:22,Operating Systems,Dr. Amoako,Spring 2024,solution,
Database_Systems_Week5_slides.pptx,Slides for Database Systems (Summer 2024) - Week 5 by Mrs. Nyarko,pptx,15263744,"['summer-2024', 'week-5', 'database systems', 'slides', 'nyarko']",2023-09-20T20:55:23,Database Systems,Mrs. Nyarko,Summer 2024,slides,Week 5
Operating_Systems_solution.pdf,Solution for Operating Systems (Summer 2024) by Dr. Amoako,pdf,44304384,"['solution', 'operating systems', 'amoako', 'summer-2024']",2024-06-12T17:04:53,Operating Systems,Dr. Amoako,Summer 2024,solution,
Programming_Basics_Week10_tutorial.pdf,Tutorial for Programming Basics (Summer 2024) - Week 10 by Dr. Amoako,pdf,21952512,"['summer-2024', 'programming basics', 'tutorial', 'week-10', 'amoako']",2024-03-07T14:34:59,Programming Basics,Dr. Amoako,Summer 2024,tutorial,Week 10
Operating_Systems_Week2_lecture_notes.pdf,Lecture notes for Operating Systems (Summer 2024) - Week 2 by Dr. Gadaafi,pdf,13827072,"['summer-2024', 'week-2', 'operating systems', 'gadaafi', 'lecture-notes']",2024-07-12T19:07:58,Operating Systems,Dr. Gadaafi,Summer 2024,lecture notes,Week 2
Operating_Systems_readings.pdf,Readings for Operating Systems (Spring 2024) by Dr. Gadaafi,pdf,5081088,"['readings', 'spring-2024', 'operating systems', 'gadaafi']",2025-04-25T08:51:48,Operating Systems,Dr. Gadaafi,Spring 2024,readings,
IT_Fundamentals_solution.pdf,Solution for IT Fundamentals (Fall 2023) by Mrs. Nyarko,pdf,34754560,"['it fundamentals', 'fall-2023', 'solution', 'nyarko']",2025-03-02T09:16:22,IT Fundamentals,Mrs. Nyarko,Fall 2023,solution,
Data_Structures_solution.pdf,Solution for Data Structures (Summer 2024) by Mrs. Nyarko,pdf,1567744,"['solution', 'summer-2024', 'data structures', 'nyarko']",2025-07-28T06:50:42,Data Structures,Mrs. Nyarko,Summer 2024,solution,
Calculus_I_solution.pdf,Solution for Calculus I (Summer 2024) by Dr. Amoako,pdf,44983296,"['solution', 'calculus i', 'summer-2024', 'amoako']",2024-11-23T13:37:27,Calculus I,Dr. Amoako,Summer 2024,solution,
African_History_readings.pdf,Readings for African History (Spring 2024) by Dr. Amoako,pdf,29339648,"['amoako', 'readings', 'spring-2024', 'african history']",2024-06-18T15:57:53,African History,Dr. Amoako,Spring 2024,readings,
Database_Systems_Week4_slides.pptx,Slides for Database Systems (Summer 2024) - Week 4 by Dr. Gadaafi,pptx,38176768,"['summer-2024', 'database systems', 'slides', 'week-4', 'gadaafi']",2024-12-11T14:51:20,Database Systems,Dr. Gadaafi,Summer 2024,slides,Week 4
Computer_Networks_assignments.docx,Assignments for Computer Networks (Spring 2024) by Dr. Amoako,docx,22802432,"['computer networks', 'spring-2024', 'amoako', 'assignments']",2024-08-02T03:55:30,Computer Networks,Dr. Amoako,Spring 2024,assignments,
Operating_Systems_exam.pdf,Exam for Operating Systems (Summer 2024) by Dr. Gadaafi,pdf,36210688,"['exam', 'summer-2024', 'operating systems', 'gadaafi']",2023-10-22T19:57:39,Operating Systems,Dr. Gadaafi,Summer 2024,exam,
IT_Fundamentals_solution.pdf,Solution for IT Fundamentals (Fall 2023) by Dr. Gadaafi,pdf,31392768,"['it fundamentals', 'gadaafi', 'solution', 'fall-2023']",2025-06-06T12:22:58,IT Fundamentals,Dr. Gadaafi,Fall 2023,solution,
Computer_Networks_exam.pdf,Exam for Computer Networks (Spring 2024) by Dr. Gadaafi,pdf,18266112,"['computer networks', 'gadaafi', 'exam', 'spring-2024']",2025-03-16T16:47:49,Computer Networks,Dr. Gadaafi,Spring 2024,exam,
African_History_solution.pdf,Solution for African History (Spring 2024) by Mrs. Nyarko,pdf,15021056,"['solution', 'spring-2024', 'african history', 'nyarko']",2024-02-06T19:14:12,African History,Mrs. Nyarko,Spring 2024,solution,
Calculus_I_solution.pdf,Solution for Calculus I (Fall 2023) by Dr. Amoako,pdf,45393920,"['solution', 'calculus i', 'fall-2023', 'amoako']",2024-09-17T04:57:15,Calculus I,Dr. Amoako,Fall 2023,solution,
African_History_solution.pdf,Solution for African History (Summer 2024) by Dr. Amoako,pdf,46032896,"['amoako', 'solution', 'summer-2024', 'african history']",2024-03-28T12:48:06,African History,Dr. Amoako,Summer 2024,solution,
Computer_Networks_exam.pdf,Exam for Computer Networks (Summer 2024) by Prof. Mensah,pdf,8360960,"['computer networks', 'mensah', 'summer-2024', 'exam']",2023-10-29T07:54:59,Computer Networks,Prof. Mensah,Summer 2024,exam,
IT_Fundamentals_solution.pdf,Solution for IT Fundamentals (Spring 2024) by Dr. Amoako,pdf,15085568,"['solution', 'it fundamentals', 'spring-2024', 'amoako']",2023-10-25T05:25:25,IT Fundamentals,Dr. Amoako,Spring 2024,solution,
IT_Fundamentals_exam.pdf,Exam for IT Fundamentals (Fall 2023) by Dr. Amoako,pdf,25461760,"['exam', 'it fundamentals', 'fall-2023', 'amoako']",2023-10-16T22:59:54,IT Fundamentals,Dr. Amoako,Fall 2023,exam,
Programming_Basics_Week7_slides.pptx,Slides for Programming Basics (Fall 2023) - Week 7 by Mrs. Nyarko,pptx,19299328,"['week-7', 'fall-2023', 'slides', 'nyarko', 'programming basics']",2024-03-11T23:44:51,Programming Basics,Mrs. Nyarko,Fall 2023,slides,Week 7
Operating_Systems_assignments.docx,Assignments for Operating Systems (Spring 2024) by Prof. Mensah,docx,50290688,"['mensah', 'operating systems', 'spring-2024', 'assignments']",2025-02-10T12:16:42,Operating Systems,Prof. Mensah,Spring 2024,assignments,
Operating_Systems_Week4_tutorial.pdf,Tutorial for Operating Systems (Spring 2024) - Week 4 by Mrs. Nyarko,pdf,28691456,"['spring-2024', 'nyarko', 'week-4', 'tutorial', 'operating systems']",2025-03-20T20:22:52,Operating Systems,Mrs. Nyarko,Spring 2024,tutorial,Week 4
Programming_Basics_readings.pdf,Readings for Programming Basics (Summer 2024) by Prof. Mensah,pdf,39744512,"['programming basics', 'readings', 'mensah', 'summer-2024']",2024-12-20T18:16:40,Programming Basics,Prof. Mensah,Summer 2024,readings,
Database_Systems_readings.pdf,Readings for Database Systems (Summer 2024) by Prof. Mensah,pdf,29228032,"['readings', 'database systems', 'summer-2024', 'mensah']",2024-10-05T01:30:08,Database Systems,Prof. Mensah,Summer 2024,readings,
IT_Fundamentals_Week9_tutorial.pdf,Tutorial for IT Fundamentals (Summer 2024) - Week 9 by Dr. Gadaafi,pdf,7027712,"['summer-2024', 'week-9', 'it fundamentals', 'gadaafi', 'tutorial']",2024-10-12T02:10:39,IT Fundamentals,Dr. Gadaafi,Summer 2024,tutorial,Week 9
Programming_Basics_solution.pdf,Solution for Programming Basics (Summer 2024) by Prof. Mensah,pdf,18051072,"['programming basics', 'mensah', 'summer-2024', 'solution']",2025-01-06T14:57:28,Programming Basics,Prof. Mensah,Summer 2024,solution,
IT_Fundamentals_Week5_tutorial.pdf,Tutorial for IT Fundamentals (Summer 2024) - Week 5 by Prof. Mensah,pdf,39023616,"['summer-2024', 'week-5', 'mensah', 'it fundamentals', 'tutorial']",2024-01-14T19:17:23,IT Fundamentals,Prof. Mensah,Summer 2024,tutorial,Week 5
Computer_Networks_readings.pdf,Readings for Computer Networks (Spring 2024) by Mrs. Nyarko,pdf,44168192,"['computer networks', 'readings', 'spring-2024', 'nyarko']",2023-09-03T09:53:30,Computer Networks,Mrs. Nyarko,Spring 2024,readings,
Operating_Systems_assignments.docx,Assignments for Operating Systems (Summer 2024) by Prof. Mensah,docx,34902016,"['mensah', 'operating systems', 'summer-2024', 'assignments']",2024-02-23T01:29:21,Operating Systems,Prof. Mensah,Summer 2024,assignments,
Data_Structures_exam.pdf,Exam for Data Structures (Summer 2024) by Mrs. Nyarko,pdf,29753344,"['exam', 'summer-2024', 'data structures', 'nyarko']",2023-11-19T07:00:23,Data Structures,Mrs. Nyarko,Summer 2024,exam,
IT_Fundamentals_Week10_tutorial.pdf,Tutorial for IT Fundamentals (Summer 2024) - Week 10 by Prof. Mensah,pdf,3686400,"['summer-2024', 'mensah', 'it fundamentals', 'tutorial', 'week-10']",2025-01-26T12:59:05,IT Fundamentals,Prof. Mensah,Summer 2024,tutorial,Week 10
Calculus_I_Week10_lecture_notes.pdf,Lecture notes for Calculus I (Fall 2023) - Week 10 by Prof. Mensah,pdf,11433984,"['calculus i', 'mensah', 'fall-2023', 'week-10', 'lecture-notes']",2025-04-19T20:52:16,Calculus I,Prof. Mensah,Fall 2023,lecture notes,Week 10
African_History_Week3_tutorial.pdf,Tutorial for African History (Spring 2024) - Week 3 by Mrs. Nyarko,pdf,14297088,"['spring-2024', 'nyarko', 'tutorial', 'week-3', 'african history']",2024-10-27T09:08:10,African History,Mrs. Nyarko,Spring 2024,tutorial,Week 3
IT_Fundamentals_Week5_tutorial.pdf,Tutorial for IT Fundamentals (Summer 2024) - Week 5 by Dr. Gadaafi,pdf,18448384,"['summer-2024', 'week-5', 'it fundamentals', 'gadaafi', 'tutorial']",2024-08-28T17:45:02,IT Fundamentals,Dr. Gadaafi,Summer 2024,tutorial,Week 5
African_History_exam.pdf,Exam for African History (Fall 2023) by Dr. Gadaafi,pdf,3991552,"['exam', 'gadaafi', 'african history', 'fall-2023']",2025-06-28T04:34:16,African History,Dr. Gadaafi,Fall 2023,exam,
Operating_Systems_readings.pdf,Readings for Operating Systems (Summer 2024) by Dr. Amoako,pdf,3835904,"['readings', 'summer-2024', 'operating systems', 'amoako']",2024-12-25T23:05:30,Operating Systems,Dr. Amoako,Summer 2024,readings,
Database_Systems_assignments.docx,Assignments for Database Systems (Fall 2023) by Prof. Mensah,docx,29323264,"['database systems', 'fall-2023', 'mensah', 'assignments']",2023-08-12T10:28:09,Database Systems,Prof. Mensah,Fall 2023,assignments,
Operating_Systems_readings.pdf,Readings for Operating Systems (Fall 2023) by Dr. Gadaafi,pdf,45396992,"['fall-2023', 'readings', 'operating systems', 'gadaafi']",2025-01-12T10:22:48,Operating Systems,Dr. Gadaafi,Fall 2023,readings,
Data_Structures_Week2_tutorial.pdf,Tutorial for Data Structures (Fall 2023) - Week 2 by Prof. Mensah,pdf,15571968,"['week-2', 'mensah', 'data structures', 'fall-2023', 'tutorial']",2024-12-21T22:11:41,Data Structures,Prof. Mensah,Fall 2023,tutorial,Week 2
IT_Fundamentals_solution.pdf,Solution for IT Fundamentals (Spring 2024) by Dr. Gadaafi,pdf,32156672,"['it fundamentals', 'gadaafi', 'solution', 'spring-2024']",2024-01-27T12:14:13,IT Fundamentals,Dr. Gadaafi,Spring 2024,solution,
African_History_Week6_tutorial.pdf,Tutorial for African History (Summer 2024) - Week 6 by Mrs. Nyarko,pdf,36627456,"['summer-2024', 'nyarko', 'week-6', 'tutorial', 'african history']",2025-01-09T15:44:09,African History,Mrs. Nyarko,Summer 2024,tutorial,Week 6
Programming_Basics_assignments.docx,Assignments for Programming Basics (Fall 2023) by Mrs. Nyarko,docx,5253120,"['programming basics', 'fall-2023', 'assignments', 'nyarko']",2023-11-11T17:58:02,Programming Basics,Mrs. Nyarko,Fall 2023,assignments,
IT_Fundamentals_Week7_lecture_notes.pdf,Lecture notes for IT Fundamentals (Spring 2024) - Week 7 by Mrs. Nyarko,pdf,30736384,"['week-7', 'spring-2024', 'nyarko', 'it fundamentals', 'lecture-notes']",2024-12-21T15:45:04,IT Fundamentals,Mrs. Nyarko,Spring 2024,lecture notes,Week 7
Operating_Systems_readings.pdf,Readings for Operating Systems (Summer 2024) by Dr. Amoako,pdf,29250560,"['readings', 'summer-2024', 'operating systems', 'amoako']",2023-10-06T06:45:39,Operating Systems,Dr. Amoako,Summer 2024,readings,
Calculus_I_assignments.docx,Assignments for Calculus I (Summer 2024) by Dr. Gadaafi,docx,42829824,"['calculus i', 'gadaafi', 'summer-2024', 'assignments']",2023-08-28T20:59:05,Calculus I,Dr. Gadaafi,Summer 2024,assignments,
IT_Fundamentals_exam.pdf,Exam for IT Fundamentals (Fall 2023) by Dr. Gadaafi,pdf,1563648,"['exam', 'it fundamentals', 'gadaafi', 'fall-2023']",2024-09-28T20:12:30,IT Fundamentals,Dr. Gadaafi,Fall 2023,exam,
IT_Fundamentals_solution.pdf,Solution for IT Fundamentals (Fall 2023) by Dr. Amoako,pdf,12096512,"['solution', 'it fundamentals', 'fall-2023', 'amoako']",2025-03-19T15:46:18,IT Fundamentals,Dr. Amoako,Fall 2023,solution,
Data_Structures_assignments.docx,Assignments for Data Structures (Summer 2024) by Dr. Amoako,docx,3523584,"['amoako', 'summer-2024', 'data structures', 'assignments']",2025-05-29T02:29:37,Data Structures,Dr. Amoako,Summer 2024,assignments,
Database_Systems_Week9_tutorial.pdf,Tutorial for Database Systems (Fall 2023) - Week 9 by Dr. Gadaafi,pdf,41355264,"['database systems', 'fall-2023', 'week-9', 'gadaafi', 'tutorial']",2024-06-10T00:32:24,Database Systems,Dr. Gadaafi,Fall 2023,tutorial,Week 9
African_History_Week4_lecture_notes.pdf,Lecture notes for African History (Summer 2024) - Week 4 by Dr. Gadaafi,pdf,20000768,"['summer-2024', 'week-4', 'gadaafi', 'african history', 'lecture-notes']",2024-05-19T09:13:24,African History,Dr. Gadaafi,Summer 2024,lecture notes,Week 4
Database_Systems_exam.pdf,Exam for Database Systems (Spring 2024) by Dr. Gadaafi,pdf,10817536,"['exam', 'database systems', 'gadaafi', 'spring-2024']",2023-11-23T12:20:08,Database Systems,Dr. Gadaafi,Spring 2024,exam,
African_History_solution.pdf,Solution for African History (Fall 2023) by Dr. Gadaafi,pdf,563200,"['solution', 'gadaafi', 'african history', 'fall-2023']",2025-06-08T14:15:31,African History,Dr. Gadaafi,Fall 2023,solution,
Programming_Basics_Week12_tutorial.pdf,Tutorial for Programming Basics (Summer 2024) - Week 12 by Dr. Gadaafi,pdf,35478528,"['summer-2024', 'programming basics', 'gadaafi', 'tutorial', 'week-12']",2025-05-31T00:25:02,Programming Basics,Dr. Gadaafi,Summer 2024,tutorial,Week 12
African_History_exam.pdf,Exam for African History (Spring 2024) by Mrs. Nyarko,pdf,49953792,"['exam', 'spring-2024', 'african history', 'nyarko']",2023-11-01T11:56:29,African History,Mrs. Nyarko,Spring 2024,exam,
Computer_Networks_solution.pdf,Solution for Computer Networks (Spring 2024) by Dr. Amoako,pdf,4516864,"['computer networks', 'solution', 'spring-2024', 'amoako']",2025-06-18T04:29:50,Computer Networks,Dr. Amoako,Spring 2024,solution,
Programming_Basics_exam.pdf,Exam for Programming Basics (Summer 2024) by Dr. Gadaafi,pdf,34787328,"['programming basics', 'summer-2024', 'gadaafi', 'exam']",2025-05-19T05:52:20,Programming Basics,Dr. Gadaafi,Summer 2024,exam,
Operating_Systems_readings.pdf,Readings for Operating Systems (Summer 2024) by Prof. Mensah,pdf,22098944,"['readings', 'mensah', 'operating systems', 'summer-2024']",2023-10-06T07:06:20,Operating Systems,Prof. Mensah,Summer 2024,readings,
Programming_Basics_exam.pdf,Exam for Programming Basics (Spring 2024) by Mrs. Nyarko,pdf,17583104,"['programming basics', 'spring-2024', 'exam', 'nyarko']",2024-11-23T12:56:48,Programming Basics,Mrs. Nyarko,Spring 2024,exam,
Calculus_I_exam.pdf,Exam for Calculus I (Summer 2024) by Mrs. Nyarko,pdf,15188992,"['exam', 'calculus i', 'summer-2024', 'nyarko']",2024-08-03T06:25:52,Calculus I,Mrs. Nyarko,Summer 2024,exam,
African_History_assignments.docx,Assignments for African History (Spring 2024) by Prof. Mensah,docx,19372032,"['mensah', 'spring-2024', 'african history', 'assignments']",2025-06-25T01:13:36,African History,Prof. Mensah,Spring 2024,assignments,
Database_Systems_exam.pdf,Exam for Database Systems (Spring 2024) by Mrs. Nyarko,pdf,24202240,"['exam', 'database systems', 'spring-2024', 'nyarko']",2025-04-27T06:22:52,Database Systems,Mrs. Nyarko,Spring 2024,exam,
Computer_Networks_readings.pdf,Readings for Computer Networks (Summer 2024) by Dr. Gadaafi,pdf,24571904,"['computer networks', 'readings', 'summer-2024', 'gadaafi']",2023-08-26T19:29:23,Computer Networks,Dr. Gadaafi,Summer 2024,readings,
Programming_Basics_assignments.docx,Assignments for Programming Basics (Spring 2024) by Prof. Mensah,docx,8939520,"['programming basics', 'mensah', 'spring-2024', 'assignments']",2025-06-27T03:12:34,Programming Basics,Prof. Mensah,Spring 2024,assignments,
Database_Systems_solution.pdf,Solution for Database Systems (Fall 2023) by Mrs. Nyarko,pdf,12279808,"['database systems', 'fall-2023', 'solution', 'nyarko']",2025-04-05T23:12:33,Database Systems,Mrs. Nyarko,Fall 2023,solution,
Computer_Networks_exam.pdf,Exam for Computer Networks (Spring 2024) by Dr. Amoako,pdf,7600128,"['computer networks', 'spring-2024', 'amoako', 'exam']",2024-07-17T13:57:27,Computer Networks,Dr. Amoako,Spring 2024,exam,
Database_Systems_readings.pdf,Readings for Database Systems (Summer 2024) by Mrs. Nyarko,pdf,10094592,"['readings', 'database systems', 'summer-2024', 'nyarko']",2024-02-12T19:03:00,Database Systems,Mrs. Nyarko,Summer 2024,readings,
Programming_Basics_assignments.docx,Assignments for Programming Basics (Summer 2024) by Dr. Amoako,docx,20765696,"['programming basics', 'summer-2024', 'amoako', 'assignments']",2023-10-20T13:14:25,Programming Basics,Dr. Amoako,Summer 2024,assignments,
Operating_Systems_assignments.docx,Assignments for Operating Systems (Fall 2023) by Dr. Amoako,docx,5827584,"['fall-2023', 'operating systems', 'amoako', 'assignments']",2024-11-22T12:28:34,Operating Systems,Dr. Amoako,Fall 2023,assignments,
African_History_solution.pdf,Solution for African History (Spring 2024) by Prof. Mensah,pdf,42741760,"['solution', 'mensah', 'spring-2024', 'african history']",2024-03-15T09:08:21,African History,Prof. Mensah,Spring 2024,solution,
Computer_Networks_Week5_tutorial.pdf,Tutorial for Computer Networks (Spring 2024) - Week 5 by Mrs. Nyarko,pdf,10447872,"['spring-2024', 'week-5', 'nyarko', 'computer networks', 'tutorial']",2024-02-02T20:22:16,Computer Networks,Mrs. Nyarko,Spring 2024,tutorial,Week 5
Database_Systems_solution.pdf,Solution for Database Systems (Summer 2024) by Mrs. Nyarko,pdf,34271232,"['database systems', 'summer-2024', 'solution', 'nyarko']",2024-05-06T20:48:09,Database Systems,Mrs. Nyarko,Summer 2024,solution,
Programming_Basics_solution.pdf,Solution for Programming Basics (Fall 2023) by Prof. Mensah,pdf,22279168,"['programming basics', 'mensah', 'fall-2023', 'solution']",2025-02-13T09:44:04,Programming Basics,Prof. Mensah,Fall 2023,solution,
Database_Systems_Week5_tutorial.pdf,Tutorial for Database Systems (Summer 2024) - Week 5 by Prof. Mensah,pdf,35515392,"['summer-2024', 'week-5', 'database systems', 'mensah', 'tutorial']",2024-02-18T21:12:24,Database Systems,Prof. Mensah,Summer 2024,tutorial,Week 5
Calculus_I_Week3_lecture_notes.pdf,Lecture notes for Calculus I (Fall 2023) - Week 3 by Prof. Mensah,pdf,30163968,"['calculus i', 'mensah', 'fall-2023', 'week-3', 'lecture-notes']",2023-12-12T19:19:45,Calculus I,Prof. Mensah,Fall 2023,lecture notes,Week 3
Computer_Networks_exam.pdf,Exam for Computer Networks (Spring 2024) by Prof. Mensah,pdf,46036992,"['computer networks', 'mensah', 'spring-2024', 'exam']",2024-10-24T07:17:08,Computer Networks,Prof. Mensah,Spring 2024,exam,
